sample_id,label,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,noise_sigma
0,linear,-2.6861728005152488,-2.5578862562885596,-1.9903529809983334,-1.3259045417520663,-0.8939667370116983,-0.3697835509956966,0.013500939275808463,0.7154693722935841,1.1898965911027837,1.5886248864881307,0.12406503069736498
1,linear,-3.124747875243676,-2.6344886206045905,-1.945079015883397,-1.429697153769769,-0.8643893867367599,-0.3218051827510435,0.3717660467281022,0.8589145312167236,1.4154846400860777,1.994077464156294,0.06292337169501801
2,linear,-4.293362523101193,-4.343122255356036,-4.416289402358985,-4.476033705414596,-4.536853613952206,-4.588158168301409,-4.6445013521202,-4.710495262429851,-4.773649262665303,-4.832725769410441,0.005496131400886669
3,linear,-2.0749550686905063,-1.6443077666172754,-1.4331926050620687,-1.063881716368571,-0.7706629278479085,-0.4611104896714799,-0.11019506687883186,0.1430411378536906,0.4791292216137422,0.7351066541187037,0.07510473248152373
4,linear,-0.6826749946672274,-0.1894588738533156,0.30176404140486446,0.8525735574143725,1.5608296580460328,1.8066190128395212,2.522043083818392,2.735323654703339,3.396324012555946,3.9621244778270635,0.11195421651738761
5,linear,0.15920829389671953,0.25308289744348755,0.3643434446737341,0.44687374126467605,0.5289784470649823,0.6259572292907486,0.7238021332880572,0.8362300898765744,0.9271813821061811,1.0290785848800978,0.012124474636103555
6,linear,2.3761353397454625,2.493845344314855,2.5714058702361338,2.6791627749118647,2.7801552704953423,2.8642042085794763,3.001441054904886,3.0824593690547704,3.1941149596992346,3.305479914969749,0.021301458857129685
7,linear,-2.130421766398067,-1.7640204809347373,-1.496361838312728,-1.1351911161387096,-0.7798810531931303,-0.4143971224343317,0.005314812759846695,0.2882748966147727,0.6639743841684271,1.0978747710498498,0.05060620585288496
8,linear,-0.07746567861891147,0.35879534297507976,0.9030095603543778,1.4924853892312901,1.7835654699169219,2.451276473385623,2.9311700788351516,3.360478745064135,3.7881929011468127,4.404653268510718,0.07963655064986574
9,linear,-2.3087906023283886,-2.0634426129236494,-1.734960344720846,-1.2502038163481266,-0.8568446701085307,-0.377088993294931,-0.02815212620128653,0.32438983184690295,0.8015689526634591,0.9831357993280555,0.07865170917827265
10,linear,6.732501932281706,6.371874184420548,5.69038115890833,4.965138927849178,4.430434715327764,3.993455344571466,3.4665105481568177,3.010465351107269,2.527416135226394,1.6622885470841207,0.11183050215508859
11,linear,-0.8512447912557454,-0.71770567767676,-0.5931693388211705,-0.45851348764610284,-0.31271685378757397,-0.19896875839789513,-0.07623417406448685,0.037997333705736464,0.15583389549961887,0.301351866620929,0.0151479398540916
12,linear,3.355730419872315,3.0412419125404715,2.522926854061733,2.074144799142798,1.7044203041446433,1.3364475818079533,1.1966876913995268,0.5502163077956798,0.3062233116119742,-0.23473847546497148,0.08731057720853942
13,linear,-5.719786451252463,-5.001543264936802,-4.040569182088225,-3.362953309527536,-2.666875432512725,-1.869128181912678,-0.8586611942244265,0.1455747422048446,0.7498648405906713,1.5155810537467802,0.14154353624993232
14,linear,-1.9948117013457105,-1.949340293103009,-1.9211487062095978,-1.8789070378740864,-1.856029816500864,-1.8335870566358516,-1.8011923925354019,-1.7438963632654625,-1.709797705789044,-1.6912559998811492,0.007873259105959407
15,linear,3.7667499618290337,2.857662980679436,2.5140896668355612,1.7909714332799713,1.2781680981853063,0.6846514532428061,0.18828153046304652,-0.22426834021230377,-0.9884891937228635,-1.4771478821905226,0.1473396824818064
16,linear,2.9108488230700718,2.2882438423833236,1.6953045520551309,1.205350323850323,0.2059649065179988,-0.26838129757871376,-1.0157740053080528,-1.6652433720542568,-2.143468787352997,-2.8835447788671593,0.14587180091934193
17,linear,-5.82947253430123,-4.917502778408036,-4.1219206293899635,-3.587644303053943,-2.520749776037389,-1.6806351002921465,-0.37007400429854886,0.2998435025219605,0.5128820794881334,1.4466093645535396,0.21865900761974832
18,linear,3.1128851808133886,3.0479914313461682,2.9902706071571328,2.926953553658518,2.876048095545906,2.814848771673425,2.758762611142444,2.6995344554228367,2.64433916072783,2.5804142505145835,0.0035688417394117325
19,linear,-2.162831930383028,-2.217904436931311,-2.2900754559823984,-2.4094006259023577,-2.483998978517807,-2.5594544187992367,-2.6287017738904095,-2.735552078945861,-2.8107162904481027,-2.8833046865182594,0.009165422561787316
20,linear,0.4471268761932536,-0.08479758638064401,-0.6809637356172524,-1.24808050265164,-1.8861181811343337,-2.4241007933666947,-2.988867237540724,-3.6307535294421203,-4.214537123943198,-4.825614083714265,0.05514611714015336
21,linear,0.5069029633034814,1.2720559005907175,1.9153618166191164,2.5286498043278836,3.143673359688848,3.7946427010900385,4.564880315518216,5.189817461611692,5.866266423953158,6.432923495629743,0.04495754927231683
22,linear,1.1965600170083421,1.9342418509891643,2.5085859358533473,3.059911107552666,3.7032723421236073,4.288447246764524,4.9690592731724506,5.807469007691527,5.721398680745374,6.734257413395204,0.17257164034671627
23,linear,-3.4909098838846178,-3.1964719804828716,-2.917263820058519,-2.741620158612107,-2.44022756307024,-2.218610887671011,-1.96456081700969,-1.7384825413602174,-1.4744052353100376,-1.1899717911666634,0.02222144074579616
24,linear,-3.478488167813784,-2.6099597461037654,-1.9981488532150058,-1.219710264718144,-0.5901556851397771,0.18573733377233712,0.8507620741485172,1.7568824773591891,2.283807812353319,3.21684601329308,0.0983671506412998
